id,fname,SMILES,first_triplet,first_singlet,dipole_moment
3502,electronic_prop_molecule_4656.dat,COc1ccsc1-c1sc(-c2sc(-c3ncc(-c4scc(SC)c4SC)c4nsnc34)c(SC)c2SC)cc1OC,1.769,2.25,1.94568
3503,electronic_prop_molecule_3139.dat,COc1cn(C)c2c(-c3cc(C)c(C)c(C)c3)c3c(OC)c(-c4nccc5nn(C)nc45)n(C)c3c(-c3cc(C)c(C)c(C)c3)c12,2.463,2.9,2.61626
3504,electronic_prop_molecule_429.dat,CSc1coc(-c2cc(C)c(-c3c(SC)c(C)c(-c4oc5c(C)c6c(C)c(-c7oc(-c8cc(C)c(-c9c(SC)c(C)c(-c%10oc%11c(C)c%12c(C)coc%12c(C)c%11c%10F)n9C)c9nsnc89)c(F)c7SC)oc6c(C)c5c4F)n3C)c3nsnc23)c1F,2.481,2.809,4.89822
3505,electronic_prop_molecule_4130.dat,Cc1cn(C)c2c(C)c3c(C)c(-c4ccc(-c5ncc(-c6cccn6C)c6c5[N]N(C)[N]6)n4C)n(C)c3c(C)c12,2.652,3.151,5.5834
3506,electronic_prop_molecule_3887.dat,Fc1coc2c(F)c3c(F)c(-c4ccc(-c5ncc(-c6ccco6)c6c5[N]O[N]6)o4)oc3c(F)c12,1.972,2.583,0.94359
3507,electronic_prop_molecule_2541.dat,COc1nc2c(-c3occ(F)c3SC)c(F)c(OC)c(-c3sc(-c4sc(-c5c(SC)cc(-c6oc(-c7c(F)c(OC)c(-c8sc(-c9sc(-c%10c(SC)ccn%10C)cc9C)c(F)c8SC)c8nc(C)c(OC)nc78)c(SC)c6F)n5C)cc4C)c(F)c3SC)c2nc1C,2.59,2.753,2.94733
3508,electronic_prop_molecule_4124.dat,COc1cn(C)c2c(SC)c3c(OC)c(-c4ccc(-c5ncc(-c6ccco6)c6c5[N]O[N]6)o4)n(C)c3c(SC)c12,1.849,2.452,3.7049
3509,electronic_prop_molecule_3893.dat,Fc1csc(-c2cnc(-c3sc(-c4cc5cc6sccc6cc5s4)c(F)c3F)c3nsnc23)c1F,2.049,2.563,1.04752
3510,electronic_prop_molecule_2555.dat,COc1cn(C)c2c(SC)c(-c3c(F)cc(-c4oc5c(F)c(-c6cc7[nH]c8cc(-c9c(OC)c%10c(c(SC)c(-c%11c(F)cc(-c%12oc%13c(F)c(-c%14cc%15[nH]c%16cc[se]c%16c%15[se]%14)n(C)c%13c%12SC)c%12nn(C)nc%11%12)n%10C)n9C)[se]c8c7[se]6)n(C)c5c4SC)c4nn(C)nc34)n(C)c12,2.175,2.38,7.16862
3511,electronic_prop_molecule_2233.dat,COc1cc(-c2ccc(-c3c(C)cc(-c4c(OC)cc(-c5ccc(-c6c(C)ccc7nn(C)nc67)o5)n4C)c4nn(C)nc34)o2)n(C)c1,2.353,2.719,2.86547
3512,electronic_prop_molecule_4642.dat,CSc1coc(-c2cnc(-c3oc(-c4oc5c(SC)c6c(SC)coc6c(SC)c5c4SC)c(SC)c3SC)c3nonc23)c1SC,1.814,2.399,2.55699
3513,electronic_prop_molecule_1909.dat,COc1c2sc(-c3c(SC)c(SC)cc4nc(F)c(SC)nc34)c(C)c2c(OC)c2c1c(C)cn2C,3.012,3.321,3.4423
3514,electronic_prop_molecule_4871.dat,COc1coc2c(-c3ccccc3)c3c(OC)c(-c4ncc(-c5oc6c(-c7ccccc7)c7c(OC)c(-c8nccc9nonc89)oc7c(-c7ccccc7)c6c5OC)c5nonc45)oc3c(-c3ccccc3)c12,1.978,2.482,3.77074
3515,electronic_prop_molecule_3878.dat,Cc1csc2c(F)c3c(C)c(-c4sc(-c5ncc(-c6scc(F)c6F)c6nsnc56)c(F)c4F)sc3c(F)c12,2.051,2.56,1.02887
3516,electronic_prop_molecule_4865.dat,c1ccc(-c2c3cc(-c4ncc(-c5cc6c(-c7ccccc7)c7sc(-c8nccc9nonc89)cc7c(-c7ccccc7)c6s5)c5nonc45)sc3c(-c3ccccc3)c3ccsc23)cc1,2.004,2.447,3.63473
3517,electronic_prop_molecule_4695.dat,COc1csc2cc3c(OC)c(-c4sc(-c5ncc(-c6scc(SC)c6SC)c6nsnc56)c(SC)c4SC)sc3cc12,1.891,2.367,4.32456
3518,electronic_prop_molecule_1935.dat,COc1cc(-c2nc3c(-c4sc5c(F)csc5c4F)c(SC)c(OC)c(-c4c(F)c5sc(-c6cc7oc8c(SC)coc8c7n6C)c(F)c5n4C)c3nc2-c2cc(C)cc(F)c2)cc(SC)c1F,2.582,2.837,3.9442
3519,electronic_prop_molecule_3844.dat,CSc1coc2c(SC)c3c(SC)c(-c4oc(-c5ncc(-c6occ(F)c6F)c6nonc56)c(F)c4F)oc3c(SC)c12,1.874,2.44,2.22949
3520,electronic_prop_molecule_2582.dat,COc1cc(-c2nc3c(-c4sc5c(F)csc5c4F)c(SC)c(OC)c(-c4c(F)c5sc(-c6c(C)c7c(-c8cc(F)c(C)s8)c8scc(SC)c8c(-c8ccc(SC)s8)c7n6C)c(F)c5n4C)c3nc2-c2cc(C)cc(F)c2)cc(SC)c1F,2.914,3.164,6.10132
3521,electronic_prop_molecule_3850.dat,Fc1ccoc1-c1oc(-c2sc(-c3ncc(-c4scc(F)c4F)c4nsnc34)c(F)c2F)cc1F,2.119,2.609,2.9057
3522,electronic_prop_molecule_2596.dat,COc1cn(C)c2c(SC)c(-c3c(F)cc(-c4oc5c(F)c(-c6oc7cc8c(F)cn(C)c8c(F)c7c6F)n(C)c5c4SC)c4nn(C)nc34)n(C)c12,2.47,2.89,3.10187
3523,electronic_prop_molecule_3688.dat,COc1c2sc(-c3oc(-c4ncc(-c5occ(C)c5C)c5nonc45)c(C)c3C)c(SC)c2c(OC)c2scc(SC)c12,1.999,2.585,3.95425
3524,electronic_prop_molecule_1921.dat,COc1cccc(-c2nc3cc(SC)c(F)c(-c4oc5c(-c6cc(C)c(C)c(C)c6)c6c(OC)coc6c(-c6cc(F)c(C)c(F)c6)c5c4SC)c3nc2-c2cc(OC)c(F)c(SC)c2)c1,3.156,3.509,6.09301
3525,electronic_prop_molecule_4681.dat,CSc1csc(-c2cnc(-c3sc(-c4oc5c(F)c6c(F)coc6c(F)c5c4F)c(SC)c3SC)c3nsnc23)c1SC,2.143,2.587,2.30008
3526,electronic_prop_molecule_398.dat,CSc1cc(-c2c3c(C)coc3c(-c3cc(C)c(C)s3)c3c(F)c(-c4c(C)cc(-c5oc6c(-c7cc(C)c(C)s7)c7c(F)c(-c8c(C)ccc9nn(C)nc89)n(C)c7c(-c7cc(SC)c(SC)n7C)c6c5C)c5nn(C)nc45)n(C)c23)n(C)c1SC,2.761,3.174,2.90273
3527,electronic_prop_molecule_4859.dat,Cc1coc2c(-c3ccccc3)c3c(C)c(-c4ncc(-c5oc6c(-c7ccccc7)c7c(C)c(-c8nccc9nonc89)oc7c(-c7ccccc7)c6c5C)c5nonc45)oc3c(-c3ccccc3)c12,1.948,2.436,4.43387
3528,electronic_prop_molecule_207.dat,COc1cc2c(cc1F)C(=O)c1c(-c3ccc[se]3)[se]c(-c3cc(OC)c(-c4cc(SC)c(-c5c(F)ccn5C)s4)[se]3)c1C2=O,2.002,2.487,4.14223
3529,electronic_prop_molecule_3071.dat,COc1cc(-c2c(SC)c3c(cc(-c4c(C)c(C)c(-c5c(C)c6occc6n5C)c5nc(OC)c(F)nc45)n3C)n2C)sc1-c1ccco1,2.971,3.271,3.47903
3530,electronic_prop_molecule_1666.dat,COc1c(F)cc(-c2nc3c(-c4sc5c(SC)c(-c6cc7oc8c(C)coc8c7n6C)n(C)c5c4OC)c(OC)c(SC)c(-c4c(OC)c5scc(F)c5n4C)c3nc2-c2cc(C)c(OC)c(SC)c2)cc1F,2.999,3.293,4.94694
3531,electronic_prop_molecule_2409.dat,COc1coc2cc(-c3c(SC)cc(-c4oc5cc(-c6sc(-c7c(SC)ccn7C)cc6C)oc5c4SC)c4nc(SC)cnc34)oc12,2.161,2.541,4.87605
3532,electronic_prop_molecule_4078.dat,c1coc(-c2cnc(-c3ccc(-c4cc5cc6sccc6cc5s4)o3)c3c2[N]O[N]3)c1,1.943,2.557,1.47375
3533,electronic_prop_molecule_3717.dat,CN1[N]c2c(-c3c(F)c(F)cn3C)cnc(-c3c(F)c(F)c(-c4sc5c(F)c6c(F)csc6c(F)c5c4F)n3C)c2[N]1,2.762,3.186,8.28581
3534,electronic_prop_molecule_3703.dat,Cc1csc2c(F)c3c(C)c(-c4c(F)c(F)c(-c5ncc(-c6c(F)c(F)cn6C)c6c5[N]N(C)[N]6)n4C)sc3c(F)c12,2.775,3.25,9.82034
3535,electronic_prop_molecule_1114.dat,Cc1cc(-c2cccn2C)oc1-c1cc(F)cc2nn(C)nc12,2.741,3.397,2.02572
3536,electronic_prop_molecule_1672.dat,COc1nc2c(-c3c(SC)c4occ(C)c4n3C)c(C)c(SC)c(-c3sc4c(SC)c(-c5oc6c(-c7cc(C)c(C)c(C)c7)c7c(OC)coc7c(-c7cc(F)c(C)c(F)c7)c6c5SC)n(C)c4c3F)c2nc1OC,3.22,3.436,6.62224
3537,electronic_prop_molecule_3065.dat,COc1cc(OC)cc(-c2nc3c(-c4oc5c(F)csc5c4F)ccc(-c4sc5c(C)c(-c6cc7[nH]c8cc[se]c8c7s6)oc5c4F)c3nc2-c2cc(F)c(OC)c(OC)c2)c1,2.231,2.586,5.29269
3538,electronic_prop_molecule_213.dat,COc1cc(-c2c3scc(SC)c3c(-c3ccc(C)c(C)c3)c3c2c(OC)c(-c2c(F)ccc4nc(-c5cc(SC)c(OC)c(SC)c5)c(-c5cccc(F)c5)nc24)n3C)cc(F)c1SC,3.045,3.272,6.71431
3539,electronic_prop_molecule_1882.dat,CSc1nc2cc(F)cc(-c3cc4[nH]c5cc[se]c5c4o3)c2nc1SC,2.591,3.101,1.67962
3540,electronic_prop_molecule_4722.dat,CSc1csc(-c2cnc(-c3sc(-c4sc5c(SC)c6c(C)csc6c(SC)c5c4C)c(SC)c3SC)c3nsnc23)c1SC,1.98,2.423,2.62653
3541,electronic_prop_molecule_2353.dat,COc1cc2nonc2c(-c2c(SC)c3c(SC)c4sc(-c5c(OC)c(OC)c(-c6c(SC)c7c(SC)c8scc(F)c8cc7n6C)c6nonc56)c(F)c4cc3n2C)c1OC,2.751,3.182,6.76036
3542,electronic_prop_molecule_2435.dat,COc1cc(-c2cc3sccc3s2)c2nc(-c3cc(C)c(SC)c(SC)c3)c(-c3cc(C)c(OC)c(F)c3)nc2c1-c1sc2c(SC)c(-c3oc4cc5c(F)cn(C)c5c(F)c4c3F)oc2c1C,2.349,2.687,5.70837
3543,electronic_prop_molecule_4044.dat,COc1ccn(C)c1-c1c(OC)cc(-c2ccc(-c3ncc(-c4ccco4)c4nonc34)o2)n1C,1.68,2.332,2.8455
3544,electronic_prop_molecule_1128.dat,COc1cc2c(cc1F)C(=O)c1c(-c3ccc[se]3)[se]c(-c3cc(OC)c(-c4cc5c(o4)-c4[se]ccc4[SiH2]5)[se]3)c1C2=O,2.315,2.693,0.84912
3545,electronic_prop_molecule_2421.dat,COc1c(-c2c(C)c(SC)c(-c3oc4c(C)c(-c5sc(-c6ccco6)cc5C)n(C)c4c3C)c3nsnc23)oc2c(F)coc12,2.38,2.69,3.67141
3546,electronic_prop_molecule_4050.dat,Cc1ccsc1-c1sc(-c2ccc(-c3ncc(-c4cccs4)c4nsnc34)s2)cc1C,1.843,2.336,1.5128
3547,electronic_prop_molecule_3059.dat,CSc1cc(-c2sc(-c3c(C)c(F)c(-c4occ(C)c4F)c4nonc34)c(F)c2F)oc1-c1cccs1,2.489,2.96,1.10724
3548,electronic_prop_molecule_4736.dat,Cc1c2oc(-c3ncc(-c4oc5c(C)c6c(F)c(-c7nccc8nn(C)nc78)oc6c(C)c5c4F)c4nn(C)nc34)c(F)c2c(C)c2occ(F)c12,2.437,2.884,1.46329
3549,electronic_prop_molecule_2347.dat,COc1cccc(-c2nc(C=C(F)SC)c(-c3oc4c(C)c5c(C)coc5c(C)c4c3F)nc2-c2cc(OC)c(F)c(SC)c2)c1,2.847,3.341,6.47061
3550,electronic_prop_molecule_1896.dat,COc1ccoc1-c1c(C)c(OC)c(-c2c(C)c(SC)c(-c3cc4oc5c(F)coc5c4s3)n2C)c2nc(-c3cc(C)c(F)c(SC)c3)c(-c3cc(OC)c(OC)c(SC)c3)nc12,2.923,3.261,3.207
3551,electronic_prop_molecule_4905.dat,CSc1cc(-c2c3sc(-c4ncc(-c5sc6c(-c7cc(SC)c(SC)c(SC)c7)c7c(F)c(-c8nccc9nn(C)nc89)sc7c(-c7cc(SC)c(SC)c(SC)c7)c6c5F)c5nn(C)nc45)c(F)c3c(-c3cc(SC)c(SC)c(SC)c3)c3scc(F)c23)cc(SC)c1SC,2.474,2.885,7.11167
3552,electronic_prop_molecule_3918.dat,CSc1csc2c(F)c3c(SC)c(-c4ccc(-c5ncc(-c6cccn6C)c6nn(C)nc56)n4C)sc3c(F)c12,2.523,2.998,2.84928
3553,electronic_prop_molecule_4911.dat,CSc1cc(-c2c3oc(-c4ncc(-c5oc6c(-c7cc(SC)c(SC)c(SC)c7)c7c(SC)c(-c8nccc9nn(C)nc89)oc7c(-c7cc(SC)c(SC)c(SC)c7)c6c5SC)c5nn(C)nc45)c(SC)c3c(-c3cc(SC)c(SC)c(SC)c3)c3occ(SC)c23)cc(SC)c1SC,2.491,2.848,10.46261
3554,electronic_prop_molecule_1869.dat,COc1c(C)c(-c2c(F)c(F)c(-c3occ(SC)c3SC)c3nccnc23)n(C)c1-c1sc(-c2c(SC)ccn2C)cc1C,2.958,3.194,2.10787
3555,electronic_prop_molecule_4939.dat,COc1cc(-c2c3c(OC)c(-c4ncc(-c5c(OC)c6c(-c7cc(OC)c(OC)c(OC)c7)c7c(c(OC)c(-c8nccc9nonc89)n7C)c(-c7cc(OC)c(OC)c(OC)c7)c6n5C)c5nonc45)n(C)c3c(-c3cc(OC)c(OC)c(OC)c3)c3c(OC)cn(C)c23)cc(OC)c1OC,1.719,2.183,5.16416
3556,electronic_prop_molecule_2390.dat,COc1cccc(-c2nc3cc(SC)c(F)c(-c4cc5[nH]c6ccsc6c5o4)c3nc2-c2cc(OC)c(F)c(SC)c2)c1,2.644,3.081,4.07444
3557,electronic_prop_molecule_1841.dat,COc1cc(-c2nc3c(-c4sc5c(F)csc5c4F)c(SC)c(OC)c(-c4c(F)c5sc(-c6oc7c(-c8cc(C)c(C)c(C)c8)c8c(OC)coc8c(-c8cc(F)c(C)c(F)c8)c7c6SC)c(F)c5n4C)c3nc2-c2cc(C)cc(F)c2)cc(SC)c1F,2.767,3.028,6.90713
3558,electronic_prop_molecule_1699.dat,COc1ccc2nc(OC)c(SC)nc2c1-c1cc(C)c(-c2sccc2SC)o1,2.773,3.207,2.18
3559,electronic_prop_molecule_4087.dat,COc1c2oc(-c3ncc(-c4oc5c(OC)c6c(F)c(-c7nccc8nn(C)nc78)oc6c(OC)c5c4F)c4nn(C)nc34)c(F)c2c(OC)c2occ(F)c12,2.272,2.745,1.11875
3560,electronic_prop_molecule_3930.dat,CSc1cn(C)c2cc3c(SC)c(-c4sc(-c5ncc(-c6scc(C)c6C)c6nsnc56)c(C)c4C)n(C)c3cc12,2.139,2.621,2.0533
3561,electronic_prop_molecule_4093.dat,COc1c2cc(-c3ccc(-c4ncc(-c5cccs5)c5nsnc45)s3)sc2c(OC)c2ccsc12,1.943,2.439,1.95375
3562,electronic_prop_molecule_3924.dat,Fc1ccsc1-c1sc(-c2ccc(-c3ncc(-c4ccco4)c4nonc34)o2)cc1F,1.889,2.489,1.54275
3563,electronic_prop_molecule_1855.dat,COc1cc(-c2ccc(-c3c(SC)c4sc(-c5c(SC)c(C)c(-c6c(SC)c7occ(C)c7n6C)c6nc(OC)c(OC)nc56)c(F)c4n3C)o2)n(C)c1,2.931,3.341,2.48966
3564,electronic_prop_molecule_2384.dat,CSc1ccsc1-c1oc(-c2sc(-c3oc(-c4ccc(-c5cc(SC)c(-c6oc(-c7sc(-c8oc(-c9ccc[se]9)c9c8C(=O)c8c(coc8F)C9=O)cc7F)cc6C)s5)[se]4)c4c3C(=O)c3c(coc3F)C4=O)cc2F)cc1C,2.07,2.308,2.03852
3565,electronic_prop_molecule_3515.dat,Cc1cn(C)c(-c2cnc(-c3c(C)c(C)c(-c4cc5c(C)c6sccc6c(C)c5s4)n3C)c3nn(C)nc23)c1C,2.635,3.043,4.16077
3566,electronic_prop_molecule_763.dat,COc1cc(C2CN=C(c3c(C)cc(-c4occ(SC)c4F)c4nsnc34)C(SC)=C2C)oc1-c1sccc1SC,2.588,3.14,3.82383
3567,electronic_prop_molecule_1302.dat,COc1c(-c2c(C)c(SC)c(-c3oc4c(C)c(-c5c(OC)c6oc(-c7oc8c(OC)c(-c9c(C)c(SC)c(-c%10oc%11c(C)c(-c%12c(OC)c%13occ(OC)c%13n%12C)n(C)c%11c%10C)c%10nsnc9%10)oc8c7F)c(OC)c6n5C)n(C)c4c3C)c3nsnc23)oc2c(F)coc12,2.188,2.524,7.7053
3568,electronic_prop_molecule_1464.dat,COc1nc2c(-c3occ(F)c3SC)c(F)c(OC)c(-c3sc(-c4sc5c(F)csc5c4F)c(F)c3SC)c2nc1C,2.473,2.854,2.0295
3569,electronic_prop_molecule_3273.dat,CSc1ccn(C)c1-c1c(SC)cc(-c2nccc3nn(C)nc23)n1C,2.872,3.511,4.44838
3570,electronic_prop_molecule_2179.dat,COc1c(F)cc(-c2nc3c(-c4sc5c(SC)c(-c6cc7[nH]c8cc(-c9sc%10c(OC)c(-c%11c(SC)c(OC)c(-c%12sc%13c(SC)c(-c%14cc%15[nH]c%16ccsc%16c%15o%14)n(C)c%13c%12OC)c%12nc(-c%13cc(F)c(OC)c(F)c%13)c(-c%13cc(C)c(OC)c(SC)c%13)nc%11%12)n(C)c%10c9F)sc8c7o6)n(C)c5c4OC)c(OC)c(SC)c(-c4c(OC)c5scc(F)c5n4C)c3nc2-c2cc(C)c(OC)c(SC)c2)cc1F,0.79,1.601,10.61311
3571,electronic_prop_molecule_4508.dat,CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4sc5c(F)c6c(F)csc6c(F)c5c4F)n3C)c3nn(C)nc23)c1SC,2.784,3.124,6.80635
3572,electronic_prop_molecule_3267.dat,Fc1coc2cc3c(F)c(-c4nccc5nsnc45)oc3cc12,2.609,3.204,0.78827
3573,electronic_prop_molecule_1470.dat,COc1c(-c2c(C)c(F)c(-c3oc4c(F)csc4c3C)c3nsnc23)n(C)c2cc(-c3ccc(-c4cc(SC)co4)s3)sc12,2.42,2.712,3.70509
3574,electronic_prop_molecule_1316.dat,COc1c(F)csc1-c1c(SC)c(SC)c(-c2c(F)c(F)c(-c3cc4[nH]c5cc(-c6sc(-c7c(SC)c(SC)c(-c8c(F)c(F)c(-c9cc%10[nH]c%11ccsc%11c%10o9)n8C)c8nc(F)c(C)nc78)c(OC)c6F)sc5c4o3)n2C)c2nc(F)c(C)nc12,2.567,2.833,10.04895
3575,electronic_prop_molecule_777.dat,COc1c(-c2sc3c(oc4c(F)coc43)c2SC)oc(-c2c(F)cc(-c3scc(F)c3SC)c3nn(C)nc23)c1OC,2.285,2.733,4.88399
3576,electronic_prop_molecule_3501.dat,Cc1cn(C)c(-c2cnc(-c3c(C)c(C)c(-c4cc(C)c(-c5c(C)ccn5C)n4C)n3C)c3nn(C)nc23)c1C,2.751,3.252,4.60033
3577,electronic_prop_molecule_3529.dat,COc1cn(C)c2c(C)c3c(OC)c(-c4oc(-c5ncc(-c6occ(C)c6C)c6nonc56)c(C)c4C)n(C)c3c(C)c12,1.845,2.45,1.20158
3578,electronic_prop_molecule_4246.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4oc5cc6c(F)coc6cc5c4F)n3C)c3nn(C)nc23)c1OC,2.617,3.052,4.74303
3579,electronic_prop_molecule_987.dat,COc1ccc(-c2nc3c(-c4cc(SC)c(-c5c(F)cc(-c6c(OC)c(F)c(-c7cc(SC)c(-c8c(F)ccn8C)s7)c7nc(-c8ccc(OC)c(C)c8)c(-c8ccc(F)c(C)c8)nc67)n5C)s4)c(F)c(OC)cc3nc2-c2ccc(F)c(C)c2)cc1C,2.402,2.697,2.32379
3580,electronic_prop_molecule_2637.dat,COc1cc(-c2sccc2C)sc1-c1sc2cc(-c3c(SC)cc(-c4oc5c(SC)cn(C)c5c4C)c4nc(F)c(C)nc34)oc2c1SC,2.258,2.584,6.2609
3581,electronic_prop_molecule_2151.dat,COc1nc2c(-c3c(SC)c4occ(C)c4n3C)c(C)c(SC)c(-c3sc4c(SC)c(-c5oc6c(OC)c7c(C)coc7c(F)c6c5F)n(C)c4c3F)c2nc1OC,2.9,3.218,5.36724
3582,electronic_prop_molecule_4520.dat,COc1ccn(C)c1-c1c(OC)cc(-c2oc(-c3ncc(-c4occ(SC)c4SC)c4nonc34)c(SC)c2SC)n1C,1.888,2.45,4.39935
3583,electronic_prop_molecule_1458.dat,CSc1cc2nc(F)c(SC)nc2c(-c2oc3c(C)c4c(C)coc4c(C)c3c2F)c1SC,2.849,3.251,1.81673
3584,electronic_prop_molecule_2145.dat,COc1cc(-c2c3scc(SC)c3c(-c3ccc(C)c(C)c3)c3c2c(OC)c(-c2c(C)c(SC)c(-c4sc5c(-c6cc(F)c(SC)c(OC)c6)c6c(OC)c(-c7c(C)c(SC)cc8nc(-c9ccc(F)c(F)c9)c(-c9ccccc9)nc78)n(C)c6c(-c6ccc(C)c(C)c6)c5c4SC)c4nc(-c5ccc(F)c(F)c5)c(-c5ccccc5)nc24)n3C)cc(F)c1SC,2.927,3.137,6.84818
3585,electronic_prop_molecule_4534.dat,CSc1coc(-c2cnc(-c3oc(-c4cc(F)c(-c5occc5F)o4)c(SC)c3SC)c3nonc23)c1SC,1.945,2.456,3.96011
3586,electronic_prop_molecule_4252.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4c(OC)c5cc6c(cc5n4C)c(OC)cn6C)n3C)c3nn(C)nc23)c1OC,2.765,3.235,2.16732
3587,electronic_prop_molecule_993.dat,COc1cc(-c2nc3c(-c4c(F)c5scc(SC)c5n4C)c(C)c(SC)c(-c4cc5c(s4)c(F)c(-c4cc(OC)c(-c6sccc6SC)o4)n5C)c3nc2-c2cc(C)cc(C)c2)ccc1C,2.454,2.786,7.11915
3588,electronic_prop_molecule_2623.dat,COc1ccc2c(c1)C(=O)c1c(-c3cc(OC)c(-c4cc5oc6c(SC)coc6c5n4C)s3)oc(-c3cc(F)co3)c1C2=O,2.001,2.615,3.4396
3589,electronic_prop_molecule_978.dat,COc1c2sc(-c3cc(F)c(-c4c(C)c5c(OC)c6sc(-c7cc(F)cc8nc(SC)c(SC)nc78)c(C)c6c(OC)c5n4C)c4nc(SC)c(SC)nc34)c(C)c2c(OC)c2c1c(C)cn2C,2.372,2.693,4.97653
3590,electronic_prop_molecule_2810.dat,COc1cccc(-c2nc3cc(SC)c(F)c(-c4sc5c(oc6c(F)coc65)c4SC)c3nc2-c2cc(OC)c(F)c(SC)c2)c1,2.703,3.086,2.75429
3591,electronic_prop_molecule_2804.dat,COc1csc2c(-c3ccc(C)cc3)c3c(C)c(C45CN4C(c4c(C)cc(-c6occ(SC)c6F)c6nsnc46)=C(SC)C5C)oc3c(-c3cc(C)c(F)c(F)c3)c12,2.678,3.221,3.29
3592,electronic_prop_molecule_944.dat,COc1c(-c2c(C)c(F)c(-c3oc4c(F)csc4c3C)c3nsnc23)n(C)c2cc(-c3cc(SC)c(-c4cccs4)s3)sc12,2.413,2.72,2.93384
3593,electronic_prop_molecule_4285.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5c(C)c6occc6c(C)c5o4)n3C)c3nn(C)nc23)c1OC,2.562,3.007,3.7639
3594,electronic_prop_molecule_2192.dat,CSc1cc2nonc2c(-c2cc3[nH]c4cc(-c5c(SC)c(SC)c(-c6cc7[nH]c8cc[se]c8c7[se]6)c6nonc56)[se]c4c3[se]2)c1SC,1.634,2.067,6.59673
3595,electronic_prop_molecule_3298.dat,CSc1csc2c(SC)c3c(SC)c(-c4nccc5nn(C)nc45)sc3c(SC)c12,2.977,3.411,2.42555
3596,electronic_prop_molecule_2186.dat,COc1c(-c2sc(-c3oc(-c4ccc(-c5oc6c(OC)c(-c7sc(-c8oc(-c9ccc[se]9)c9c8C(=O)c8c(coc8F)C9=O)cc7F)n(C)c6c5OC)[se]4)c4c3C(=O)c3c(coc3F)C4=O)cc2F)n(C)c2c(OC)coc12,2.037,2.393,7.40278
3597,electronic_prop_molecule_788.dat,COc1c(F)csc1-c1c(SC)c(F)c(-c2oc(-c3oc4c(C)c5c(C)coc5c(C)c4c3F)cc2F)c2nonc12,2.382,2.87,1.44664
3598,electronic_prop_molecule_2838.dat,COc1nc2cc(C)c(F)c(-c3cc4c(o3)-c3occc3C4)c2nc1OC,2.843,3.424,2.49156
3599,electronic_prop_molecule_4291.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4oc5c(OC)c6c(SC)coc6c(OC)c5c4SC)n3C)c3nn(C)nc23)c1OC,2.694,3.122,3.79231
3600,electronic_prop_molecule_2187.dat,COc1cc2c(cc1C)C(=O)c1c(-c3cc(F)c(-c4ccc(-c5cc(SC)c(-c6[se]c(-c7[se]c(-c8cc(F)c(-c9ccc(-c%10cc(SC)co%10)s9)s8)c8c7C(=O)c7cc(OC)c(C)cc7C8=O)cc6F)o5)s4)s3)[se]c(-c3cc(F)c[se]3)c1C2=O,1.798,2.093,4.12328
3601,electronic_prop_molecule_3299.dat,Cc1cc(-c2c3c(C)c(-c4nccc5nn(C)nc45)n(C)c3c(-c3cc(C)c(C)c(C)c3)c3c(C)cn(C)c23)cc(C)c1C,2.637,3.061,2.99902
3602,electronic_prop_molecule_4290.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4oc5c(OC)c6c(OC)coc6c(OC)c5c4OC)n3C)c3nn(C)nc23)c1OC,2.717,3.144,3.54403
3603,electronic_prop_molecule_2839.dat,CSc1cc2nsnc2c(-c2cc3c(C)c4occc4c(F)c3n2C)c1F,2.689,3.117,1.23924
3604,electronic_prop_molecule_789.dat,COc1c(F)csc1-c1c(SC)c(F)c(-c2oc(-c3oc4cc5c(F)cn(C)c5c(F)c4c3F)cc2F)c2nonc12,2.345,2.857,5.26697
3605,electronic_prop_molecule_4284.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5c(C)c6c(ccn6C)c(C)c5n4C)n3C)c3nn(C)nc23)c1OC,2.738,3.147,3.85084
3606,electronic_prop_molecule_945.dat,COc1sc(-c2c3cc(-c4c(F)c(F)c(-c5c(SC)c(SC)c(-c6sc(-c7sc8c(-c9cc(C)c(OC)s9)c9cc(-c%10c(F)c(F)c(-c%11c(SC)c(SC)c(-c%12scc(F)c%12OC)c%12nc(C)c(F)nc%11%12)n%10C)sc9c(-c9ccc(F)s9)c8c7SC)c(F)c6OC)c6nc(C)c(F)nc56)n4C)sc3c(-c3ccc(F)s3)c3c(SC)csc23)cc1C,2.433,2.653,7.9131
3607,electronic_prop_molecule_2193.dat,COc1cc(-c2nc3c(-c4c(C)c(C)c(-c5cc6oc7c(C)coc7c6n5C)n4C)ccc(-c4cc(SC)c(-c5oc6c(oc7cc(-c8c(C)c(C)c(-c9ccc(-c%10cc(SC)cn%10C)c%10nc(-c%11cc(F)c(SC)c(F)c%11)c(-c%11cc(C)c(OC)c(OC)c%11)nc9%10)n8C)n(C)c76)c5C)n4C)c3nc2-c2cc(F)c(SC)c(F)c2)cc(C)c1OC,2.475,2.698,8.02032
